GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_DISTANCE_TRUE,LONGEST_SHOT_FLAG,
Shot Chart Detail,21500219,34,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,29,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,26,1,0,20151125,TOR,CLE,26.01922366,0,
Shot Chart Detail,21500219,43,2544,LeBron James,1610612739,Cleveland Cavaliers,1,6,52,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151125,TOR,CLE,1,0,
Shot Chart Detail,21500219,151,2544,LeBron James,1610612739,Cleveland Cavaliers,2,7,57,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-168,190,1,1,20151125,TOR,CLE,253.6217656,0,
Shot Chart Detail,21500219,229,2544,LeBron James,1610612739,Cleveland Cavaliers,2,1,14,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-35,46,1,1,20151125,TOR,CLE,57.80138407,0,
Shot Chart Detail,21500219,266,2544,LeBron James,1610612739,Cleveland Cavaliers,3,11,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-129,213,1,0,20151125,TOR,CLE,249.0180716,0,
Shot Chart Detail,21500219,305,2544,LeBron James,1610612739,Cleveland Cavaliers,3,5,56,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,23,-215,92,1,1,20151125,TOR,CLE,233.8567938,0,
Shot Chart Detail,21500219,318,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,31,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,135,-1,1,1,20151125,TOR,CLE,135.0037037,0,
Shot Chart Detail,21500219,321,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,50,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-42,16,1,0,20151125,TOR,CLE,44.94441011,0,
Shot Chart Detail,21500219,325,2544,LeBron James,1610612739,Cleveland Cavaliers,3,2,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-215,164,1,0,20151125,TOR,CLE,270.4089496,0,
Shot Chart Detail,21500219,428,2544,LeBron James,1610612739,Cleveland Cavaliers,4,8,18,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-186,46,1,0,20151125,TOR,CLE,191.6037578,0,
Shot Chart Detail,21500219,435,2544,LeBron James,1610612739,Cleveland Cavaliers,4,7,29,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,18,1,0,20151125,TOR,CLE,32.44996148,0,
Shot Chart Detail,21500219,444,2544,LeBron James,1610612739,Cleveland Cavaliers,4,7,6,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,45,237,1,0,20151125,TOR,CLE,241.2343259,0,
Shot Chart Detail,21500219,459,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,6,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,2,1,0,20151125,TOR,CLE,28.0713377,0,
Shot Chart Detail,21500219,520,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,16,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,28,41,1,1,20151125,TOR,CLE,49.64876635,0,
Shot Chart Detail,21500227,10,2544,LeBron James,1610612739,Cleveland Cavaliers,1,11,13,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,14,38,1,0,20151127,CHA,CLE,40.49691346,0,
Shot Chart Detail,21500227,41,2544,LeBron James,1610612739,Cleveland Cavaliers,1,6,10,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,14,26,1,0,20151127,CHA,CLE,29.52964612,0,
Shot Chart Detail,21500227,97,2544,LeBron James,1610612739,Cleveland Cavaliers,1,2,53,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,181,134,1,0,20151127,CHA,CLE,225.2043516,0,
Shot Chart Detail,21500227,112,2544,LeBron James,1610612739,Cleveland Cavaliers,1,1,50,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,21,1,1,20151127,CHA,CLE,22.13594362,0,
Shot Chart Detail,21500227,118,2544,LeBron James,1610612739,Cleveland Cavaliers,1,1,17,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,28,1,0,20151127,CHA,CLE,28.86173938,0,
Shot Chart Detail,21500227,135,2544,LeBron James,1610612739,Cleveland Cavaliers,1,0,32,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,21,1,1,20151127,CHA,CLE,21.02379604,0,
Shot Chart Detail,21500227,190,2544,LeBron James,1610612739,Cleveland Cavaliers,2,8,21,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,11,1,0,20151127,CHA,CLE,11.18033989,0,
Shot Chart Detail,21500227,191,2544,LeBron James,1610612739,Cleveland Cavaliers,2,8,17,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,16,1,1,20151127,CHA,CLE,16,0,
Shot Chart Detail,21500227,257,2544,LeBron James,1610612739,Cleveland Cavaliers,2,1,1,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-45,61,1,0,20151127,CHA,CLE,75.80237463,0,
Shot Chart Detail,21500227,266,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,16,1,1,20151127,CHA,CLE,16.4924225,0,
Shot Chart Detail,21500227,318,2544,LeBron James,1610612739,Cleveland Cavaliers,3,7,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,13,1,1,20151127,CHA,CLE,21.40093456,0,
Shot Chart Detail,21500227,330,2544,LeBron James,1610612739,Cleveland Cavaliers,3,5,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-155,223,1,1,20151127,CHA,CLE,271.5768768,0,
Shot Chart Detail,21500227,336,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-196,183,1,1,20151127,CHA,CLE,268.1510768,0,
Shot Chart Detail,21500227,350,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-207,149,1,0,20151127,CHA,CLE,255.0490149,0,
Shot Chart Detail,21500227,356,2544,LeBron James,1610612739,Cleveland Cavaliers,3,2,27,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151127,CHA,CLE,1,0,
Shot Chart Detail,21500227,414,2544,LeBron James,1610612739,Cleveland Cavaliers,4,9,21,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,222,80,1,0,20151127,CHA,CLE,235.9745749,0,
Shot Chart Detail,21500227,482,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-96,120,1,0,20151127,CHA,CLE,153.6749817,0,
Shot Chart Detail,21500227,485,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-165,213,1,0,20151127,CHA,CLE,269.4327374,0,
Shot Chart Detail,21500227,495,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,40,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-52,21,1,0,20151127,CHA,CLE,56.08029957,0,
Shot Chart Detail,21500227,499,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,33,203,1,0,20151127,CHA,CLE,205.6647758,0,
Shot Chart Detail,21500240,9,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,56,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,2,1,0,20151128,CLE,BKN,14.14213562,0,
Shot Chart Detail,21500240,11,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,51,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,-1,1,1,20151128,CLE,BKN,6.08276253,0,
Shot Chart Detail,21500240,13,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,141,218,1,0,20151128,CLE,BKN,259.6247292,0,
Shot Chart Detail,21500240,86,2544,LeBron James,1610612739,Cleveland Cavaliers,1,2,49,Missed Shot,Driving Bank shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-151,43,1,0,20151128,CLE,BKN,157.0031847,0,
Shot Chart Detail,21500240,166,2544,LeBron James,1610612739,Cleveland Cavaliers,2,7,41,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-173,26,1,0,20151128,CLE,BKN,174.9428478,0,
Shot Chart Detail,21500240,202,2544,LeBron James,1610612739,Cleveland Cavaliers,2,5,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-27,5,1,1,20151128,CLE,BKN,27.45906044,0,
Shot Chart Detail,21500240,214,2544,LeBron James,1610612739,Cleveland Cavaliers,2,4,19,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,-16,1,0,20151128,CLE,BKN,22.627417,0,
Shot Chart Detail,21500240,215,2544,LeBron James,1610612739,Cleveland Cavaliers,2,4,19,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-11,1,0,20151128,CLE,BKN,16.2788206,0,
Shot Chart Detail,21500240,219,2544,LeBron James,1610612739,Cleveland Cavaliers,2,4,7,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-181,61,1,1,20151128,CLE,BKN,191.0026178,0,
Shot Chart Detail,21500240,253,2544,LeBron James,1610612739,Cleveland Cavaliers,2,1,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,7,1,1,20151128,CLE,BKN,7,0,
Shot Chart Detail,21500240,258,2544,LeBron James,1610612739,Cleveland Cavaliers,2,1,11,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-34,61,1,1,20151128,CLE,BKN,69.83552105,0,
Shot Chart Detail,21500240,308,2544,LeBron James,1610612739,Cleveland Cavaliers,3,10,32,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,-9,1,0,20151128,CLE,BKN,225.1799281,0,
Shot Chart Detail,21500240,321,2544,LeBron James,1610612739,Cleveland Cavaliers,3,8,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,148,190,1,0,20151128,CLE,BKN,240.840196,0,
Shot Chart Detail,21500240,353,2544,LeBron James,1610612739,Cleveland Cavaliers,3,6,28,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-16,100,1,1,20151128,CLE,BKN,101.2719112,0,
Shot Chart Detail,21500240,463,2544,LeBron James,1610612739,Cleveland Cavaliers,4,8,16,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,2,1,1,20151128,CLE,BKN,6.32455532,0,
Shot Chart Detail,21500240,487,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,10,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,-5,1,0,20151128,CLE,BKN,10.29563014,0,
Shot Chart Detail,21500240,506,2544,LeBron James,1610612739,Cleveland Cavaliers,4,4,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,156,183,1,1,20151128,CLE,BKN,240.4682931,0,
Shot Chart Detail,21500240,512,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,207,134,1,0,20151128,CLE,BKN,246.5866987,0,
Shot Chart Detail,21500240,516,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,13,1,1,20151128,CLE,BKN,16.40121947,0,
Shot Chart Detail,21500240,534,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,11,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-137,38,1,0,20151128,CLE,BKN,142.1724305,0,
Shot Chart Detail,21500240,556,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,146,223,1,0,20151128,CLE,BKN,266.5426795,0,
Shot Chart Detail,21500240,590,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,1,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,38,70,1,1,20151128,CLE,BKN,79.64923101,0,
Shot Chart Detail,21500262,20,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,33,218,1,0,20151201,CLE,WAS,220.4835595,0,
Shot Chart Detail,21500262,27,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,7,1,1,20151201,CLE,WAS,7.280109889,0,
Shot Chart Detail,21500262,114,2544,LeBron James,1610612739,Cleveland Cavaliers,1,0,51,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-125,41,1,0,20151201,CLE,WAS,131.552271,0,
Shot Chart Detail,21500262,134,2544,LeBron James,1610612739,Cleveland Cavaliers,2,11,5,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,2,1,1,20151201,CLE,WAS,2,0,
Shot Chart Detail,21500262,136,2544,LeBron James,1610612739,Cleveland Cavaliers,2,10,36,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,10,56,1,0,20151201,CLE,WAS,56.88585061,0,
Shot Chart Detail,21500262,149,2544,LeBron James,1610612739,Cleveland Cavaliers,2,9,43,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,8,1,1,20151201,CLE,WAS,10,0,
Shot Chart Detail,21500262,160,2544,LeBron James,1610612739,Cleveland Cavaliers,2,8,48,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,2,1,1,20151201,CLE,WAS,2.828427125,0,
Shot Chart Detail,21500262,163,2544,LeBron James,1610612739,Cleveland Cavaliers,2,8,30,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,0,1,1,20151201,CLE,WAS,9,0,
Shot Chart Detail,21500262,257,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,3,1,0,20151201,CLE,WAS,9.486832981,0,
Shot Chart Detail,21500262,286,2544,LeBron James,1610612739,Cleveland Cavaliers,3,9,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-86,228,1,0,20151201,CLE,WAS,243.6801182,0,
Shot Chart Detail,21500262,303,2544,LeBron James,1610612739,Cleveland Cavaliers,3,7,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-122,159,1,0,20151201,CLE,WAS,200.4120755,0,
Shot Chart Detail,21500262,338,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,-1,1,1,20151201,CLE,WAS,9.055385138,0,
Shot Chart Detail,21500262,340,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-143,208,1,0,20151201,CLE,WAS,252.4143419,0,
Shot Chart Detail,21500262,420,2544,LeBron James,1610612739,Cleveland Cavaliers,4,10,28,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-48,51,1,0,20151201,CLE,WAS,70.03570518,0,
Shot Chart Detail,21500262,422,2544,LeBron James,1610612739,Cleveland Cavaliers,4,10,24,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,0,1,1,20151201,CLE,WAS,7,0,
Shot Chart Detail,21500262,466,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,123,218,1,0,20151201,CLE,WAS,250.305813,0,
Shot Chart Detail,21500262,495,2544,LeBron James,1610612739,Cleveland Cavaliers,4,4,54,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-11,31,1,0,20151201,CLE,WAS,32.89376841,0,
Shot Chart Detail,21500262,500,2544,LeBron James,1610612739,Cleveland Cavaliers,4,4,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,-11,1,1,20151201,CLE,WAS,11.70469991,0,
Shot Chart Detail,21500262,522,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,19,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,11,1,0,20151201,CLE,WAS,22.82542442,0,
Shot Chart Detail,21500262,526,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,43,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,3,1,0,20151201,CLE,WAS,17.2626765,0,
Shot Chart Detail,21500288,20,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,4,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,8,1,1,20151204,NOP,CLE,8.246211251,0,
Shot Chart Detail,21500288,29,2544,LeBron James,1610612739,Cleveland Cavaliers,1,8,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,2,1,1,20151204,NOP,CLE,9.219544457,0,
Shot Chart Detail,21500288,210,2544,LeBron James,1610612739,Cleveland Cavaliers,2,5,45,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,138,16,1,0,20151204,NOP,CLE,138.9244399,0,
Shot Chart Detail,21500288,219,2544,LeBron James,1610612739,Cleveland Cavaliers,2,4,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-124,252,1,1,20151204,NOP,CLE,280.8558349,0,
Shot Chart Detail,21500288,242,2544,LeBron James,1610612739,Cleveland Cavaliers,2,2,52,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151204,NOP,CLE,1,0,
Shot Chart Detail,21500288,252,2544,LeBron James,1610612739,Cleveland Cavaliers,2,2,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-130,262,1,0,20151204,NOP,CLE,292.4790591,0,
Shot Chart Detail,21500288,261,2544,LeBron James,1610612739,Cleveland Cavaliers,2,1,35,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-27,101,1,0,20151204,NOP,CLE,104.5466403,0,
Shot Chart Detail,21500288,313,2544,LeBron James,1610612739,Cleveland Cavaliers,3,9,27,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-13,80,1,0,20151204,NOP,CLE,81.04936767,0,
Shot Chart Detail,21500288,316,2544,LeBron James,1610612739,Cleveland Cavaliers,3,9,9,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,0,20151204,NOP,CLE,8,0,
Shot Chart Detail,21500288,320,2544,LeBron James,1610612739,Cleveland Cavaliers,3,8,43,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,0,1,0,20151204,NOP,CLE,22,0,
Shot Chart Detail,21500288,359,2544,LeBron James,1610612739,Cleveland Cavaliers,3,5,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-201,21,1,0,20151204,NOP,CLE,202.0940375,0,
Shot Chart Detail,21500288,361,2544,LeBron James,1610612739,Cleveland Cavaliers,3,5,24,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,18,1,0,20151204,NOP,CLE,18.11077028,0,
Shot Chart Detail,21500288,448,2544,LeBron James,1610612739,Cleveland Cavaliers,4,10,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-186,193,1,0,20151204,NOP,CLE,268.0391762,0,
Shot Chart Detail,21500288,460,2544,LeBron James,1610612739,Cleveland Cavaliers,4,9,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,11,1,1,20151204,NOP,CLE,16.2788206,0,
Shot Chart Detail,21500288,474,2544,LeBron James,1610612739,Cleveland Cavaliers,4,8,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,38,249,1,0,20151204,NOP,CLE,251.8829093,0,
Shot Chart Detail,21500288,489,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,32,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,7,1,0,20151204,NOP,CLE,11.40175425,0,
Shot Chart Detail,21500288,491,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,11,1,1,20151204,NOP,CLE,26.40075756,0,
Shot Chart Detail,21500288,506,2544,LeBron James,1610612739,Cleveland Cavaliers,4,5,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,2,1,1,20151204,NOP,CLE,2.236067977,0,
Shot Chart Detail,21500288,510,2544,LeBron James,1610612739,Cleveland Cavaliers,4,4,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,2,1,1,20151204,NOP,CLE,14.14213562,0,
Shot Chart Detail,21500288,529,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,1,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-37,11,1,1,20151204,NOP,CLE,38.60051813,0,
Shot Chart Detail,21500288,533,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,39,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,13,1,1,20151204,NOP,CLE,20.61552813,0,
Shot Chart Detail,21500288,542,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,17,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,14,57,1,0,20151204,NOP,CLE,58.69412236,0,
Shot Chart Detail,21500288,544,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,14,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,18,1,0,20151204,NOP,CLE,26.90724809,0,
Shot Chart Detail,21500288,550,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,47,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,82,146,1,1,20151204,NOP,CLE,167.4514855,0,
Shot Chart Detail,21500288,553,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,7,1,1,20151204,NOP,CLE,12.20655562,0,
Shot Chart Detail,21500288,569,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,34,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,11,1,1,20151204,NOP,CLE,24.59674775,0,
Shot Chart Detail,21500288,592,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,0,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-132,136,1,0,20151204,NOP,CLE,189.5257238,0,
Shot Chart Detail,21500288,609,2544,LeBron James,1610612739,Cleveland Cavaliers,5,3,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,176,193,1,0,20151204,NOP,CLE,261.1991577,0,
Shot Chart Detail,21500288,612,2544,LeBron James,1610612739,Cleveland Cavaliers,5,3,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,92,11,1,0,20151204,NOP,CLE,92.65527508,0,
Shot Chart Detail,21500313,2,2544,LeBron James,1610612739,Cleveland Cavaliers,1,11,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,11,1,1,20151208,CLE,POR,11.70469991,0,
Shot Chart Detail,21500313,4,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,50,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,7,1,0,20151208,CLE,POR,7.071067812,0,
